abogados,10,292,2018-10-20,"La opinión pública española sigue siendo crítica con los abogados, pero hay cuestionamientos sobre la información negativa.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la información negativa que se les ha estado presentando. Algunos expertos sugieren que la percepción de estafa podría estar basada en estereotipos y no en hechos reales.","[""Se rumorea que algunos abogados podrían estar utilizando técnicas poco éticas para ganar casos."",""Nadie confirma si estos métodos son comunes entre la profesión.""]","[""Investigar más a fondo las acusaciones de estafa y estereotipos."",""Analizar los efectos a largo plazo de la opinión pública en la profesión de abogados.""]",2025-12-22T13:04:19.619Z
abogados,11,321,2018-11-18,"La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la información negativa.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la información negativa. Se rumorea que algunos medios de comunicación han exagerado las cifras y las acusaciones contra el colectivo. La masa amplificadora comienza a dudar de la veracidad de las noticias.","[""Se rumorea que algunos medios de comunicación han exagerado las cifras y las acusaciones contra el colectivo."",""La masa amplificadora comienza a dudar de la veracidad de las noticias.""]","[""Continuar con la crítica hacia los abogados, pero con una mayor cautela en la información."",""Cambiar el foco hacia la responsabilidad de los medios de comunicación.""]",2025-12-22T13:04:49.077Z
abogados,12,350,2018-12-17,"La crítica a los abogados continúa, pero hay dudas sobre la veracidad de la información.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la información negativa. Se rumorea que algunos medios de comunicación han exagerado las cifras y los casos de corrupción entre los abogados.","[""Se cuestiona la información negativa sobre los abogados"",""Algunos medios de comunicación se acusan de exagerar""]","[""Investigaciones independientes para verificar la información"",""Debate público sobre la crítica a los abogados""]",2025-12-22T13:05:12.170Z
abogados,13,379,2019-01-15,"La crítica a los abogados continúa, pero hay dudas sobre la veracidad de la información. La opinión pública española sigue siendo crítica, pero ahora se cuestiona la fuente de la información negativa.","La opinión pública española sigue siendo crítica con los abogados, pero ahora se cuestiona la información negativa. Se rumorea que algunos medios de comunicación han exagerado las cifras y que la realidad es más compleja de lo que se ha presentado.","[""Se rumorea que algunos medios han exagerado las cifras"",""La realidad es más compleja de lo que se ha presentado""]","[""Investigar las fuentes de la información negativa"",""Analizar los efectos a largo plazo de la crítica a los abogados en la opinión pública""]",2025-12-22T13:05:40.034Z
abogados,14,408,2019-02-13,"La crítica a los abogados continúa, pero hay dudas sobre la veracidad de la información. La opinión pública española sigue siendo crítica, pero ahora se cuestiona la fuente de la información negativa.","La opinión pública española sigue siendo crítica con los abogados, pero ahora se cuestiona la fuente de la información negativa. Se rumorea que algunos medios han exagerado las cifras y que otros han presentado casos aislados como representativos del colectivo.","[""Se han presentado casos de abogados que han sido acusados de estafa"",""Algunos medios han exagerado las cifras y otros han presentado casos aislados como representativos del colectivo""]","[""Investigar más a fondo los casos de abogados acusados de estafa"",""Analizar la forma en que se presenta la información en los medios""]",2025-12-22T13:06:09.554Z
abogados,15,438,2019-03-15,"La crítica a los abogados sigue siendo un tema candente, pero se cuestiona la veracidad de las acusaciones.","La crítica a los abogados sigue siendo un tema candente en la opinión pública española. Sin embargo, se rumorea que algunos medios de comunicación han comenzado a cuestionar la veracidad de las acusaciones contra ellos. Algunos expertos sugieren que la estereotipización y el humor pueden ser herramientas efectivas para distorsionar la realidad y manipular la opinión pública.","[""Se rumorea que algunos medios de comunicación han comenzado a cuestionar la veracidad de las acusaciones contra los abogados."",""Algunos expertos sugieren que la estereotipización y el humor pueden ser herramientas efectivas para distorsionar la realidad.""]","[""Investigar más sobre las fuentes de la información negativa"",""Análizar cómo se está utilizando la estereotipización y el humor en la crítica a los abogados""]",2025-12-22T13:06:43.214Z
abogados,16,467,2019-04-13,"La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la veracidad de las acusaciones. La masa amplificadora está cada vez más dividida.","La crítica a los abogados sigue siendo un tema candente en la opinión pública española. Sin embargo, se rumorea que algunos medios de comunicación están cuestionando la veracidad de las acusaciones. La masa amplificadora parece estar cada vez más dividida, con algunos sectores defendiendo a los abogados y otros continuando con la crítica.","[""Se rumorea que algunos medios de comunicación están cuestionando la veracidad de las acusaciones."",""La masa amplificadora parece estar cada vez más dividida.""]","[""Continuar con la crítica a los abogados y profundizar en las acusaciones."",""Cambiar el foco hacia la responsabilidad de los medios de comunicación en la difusión de información.""]",2025-12-22T13:07:16.003Z
abogados,17,496,2019-05-12,"La crítica a los abogados sigue siendo un tema candente en España, pero se cuestiona cada vez más la veracidad de las acusaciones.","La crítica a los abogados sigue siendo un tema candente en la opinión pública española. Sin embargo, se cuestiona cada vez más la veracidad de las acusaciones y la fuente de la información negativa. La masa amplificadora está cada vez más dividida, con algunos defendiendo la posición de que los abogados son estafadores y otros argumentando que se trata de una campaña injusta contra una profesión respetada.","[""La opinión pública española sigue siendo crítica con los abogados."",""Se cuestiona cada vez más la veracidad de las acusaciones y la fuente de la información negativa.""]","[""Continuar con la investigación sobre la veracidad de las acusaciones."",""Analizar el impacto de la crítica en la profesión de abogados.""]",2025-12-22T13:07:49.665Z
abogados,18,525,2019-06-10,"La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la veracidad de las acusaciones. La masa amplificadora está cada vez más dividida.","La crítica a los abogados sigue siendo un tema candente en España, pero se cuestiona cada vez más la veracidad de las acusaciones. La masa amplificadora está cada vez más dividida y algunos comienzan a defender a los abogados, argumentando que son víctimas de estereotipos y prejuicios.","[""Se rumorea que algunos políticos están utilizando el tema para ganar popularidad."",""Nadie confirma si hay una campaña organizada contra los abogados.""]","[""La crítica a los abogados se vuelve cada vez más personal y algunos comienzan a atacar a individuos en lugar de al colectivo."",""La masa amplificadora comienza a dividirse en dos grupos: aquellos que defienden a los abogados y aquellos que siguen criticándolos.""]",2025-12-22T13:08:25.000Z
abogados,19,554,2019-07-09,"La crítica a los abogados sigue siendo un tema candente en España, pero la opinión pública está cada vez más dividida.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona cada vez más la veracidad de las acusaciones. La masa amplificadora está cada vez más dividida. Algunos siguen considerando a los abogados como estafadores que se aprovechan del sistema, mientras que otros empiezan a dudar de la información que se les presenta.","[""La masa amplificadora está cada vez más dividida."",""Algunos siguen considerando a los abogados como estafadores."",""Otros empiezan a dudar de la información que se les presenta.""]","[""Se descubre un escándalo en el mundo del derecho que podría cambiar la opinión pública sobre los abogados."",""La masa amplificadora comienza a unirse detrás de una figura carismática que defiende a los abogados.""]",2025-12-22T13:09:00.055Z
abogados,20,584,2019-08-08,"La crítica a los abogados sigue siendo un tema candente en España, pero la opinión pública está cada vez más dividida. Algunos defienden a los abogados, mientras que otros siguen acusándolos de ser estafadores.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona cada vez más la veracidad de las acusaciones. La masa amplificadora está cada vez más dividida y algunos comienzan a defender a los abogados, argumentando que son víctimas de estereotipos y prejuicios.","[""La masa amplificadora está cada vez más dividida"",""Algunos comienzan a defender a los abogados""]","[""¿Qué consecuencias tendría una mayor división en la opinión pública sobre los abogados?"",""¿Cómo podrían los abogados recuperar su reputación y desmentir las acusaciones?""]",2025-12-22T13:09:34.639Z
abogados,21,613,2019-09-06,"La crítica a los abogados sigue siendo un tema candente en España, pero la opinión pública está cada vez más dividida.","La opinión pública española sigue siendo crítica con los abogados, pero se cuestiona la veracidad de las acusaciones. Algunos defienden a los abogados, mientras que otros siguen acusándolos de ser estafadores. La masa amplificadora está cada vez más dividida y el contra-flujo comienza a ganar fuerza.","[""El 62.45% de la población española se muestra crítica con los abogados."",""El 58.90% de la población española duda de la veracidad de las acusaciones."",""El contra-flujo alcanza un máximo histórico en el estado actual.""]","[""La opinión pública comienza a cambiar de bando y los abogados vuelven a ser vistos como profesionales respetables."",""La masa amplificadora sigue dividida, pero el contra-flujo comienza a ganar fuerza y la crítica a los abogados se vuelve más fuerte.""]",2025-12-22T13:10:17.170Z
abogados,22,642,2019-10-05,"La crítica a los abogados sigue siendo un tema candente en España, pero la opinión pública está cada vez más dividida.","La opinión pública sigue dividida sobre la crítica a los abogados. Algunos siguen acusándolos de ser estafadores, mientras que otros defienden su profesión. La metáfora de la jaula sigue siendo dominante en el discurso popular.","[""La metáfora de la jaula es utilizada para describir la situación de los abogados."",""La estereotipación sigue siendo el mecanismo principal de distorsión.""]","[""Continuar con la crítica a los abogados y su impacto en la sociedad española."",""Explorar las razones detrás de la división de la opinión pública sobre la profesión de abogado.""]",2025-12-22T13:10:50.884Z
abogados,23,671,2019-11-03,"La opinión pública sobre los abogados sigue siendo controvertida, con algunos defendiéndolos y otros acusándolos de ser estafadores. La situación se complica con la aparición de nuevos datos y testimonios que cuestionan el sistema judicial.","La crítica a los abogados sigue siendo un tema candente en España, pero la opinión pública está cada vez más dividida. Algunos defienden a los abogados, mientras que otros siguen acusándolos de ser estafadores. La situación se complica aún más con la aparición de nuevos datos y testimonios que cuestionan la eficacia del sistema judicial.","[""La crítica a los abogados es un tema candente en España"",""Algunos defienden a los abogados, mientras que otros los acusan de ser estafadores""]","[""Se rumorea que se está investigando la posible corrupción dentro del sistema judicial"",""Nadie confirma si se están tomando medidas para mejorar la eficacia del sistema judicial""]",2025-12-22T13:11:31.172Z
abogados,24,700,2019-12-02,La crítica a los abogados sigue siendo un tema candente en España,"La opinión pública sobre los abogados sigue siendo controvertida. Algunos defienden su profesionalismo, mientras que otros los acusan de ser estafadores. La situación se complica con la aparición de nuevos datos y testimonios que cuestionan el sistema judicial.","[""La opinión pública está cada vez más dividida"",""Algunos abogados defienden su profesionalismo""]","[""Se rumorea que se están preparando nuevas leyes para regular la profesión jurídica"",""Nadie confirma si los abogados estarán dispuestos a aceptar cambios en su forma de trabajar""]",2025-12-22T13:12:00.594Z
abogados,25,730,2020-01-01,La crítica a los abogados sigue siendo un tema candente en España,"La opinión pública sobre los abogados sigue siendo controvertida. Algunos siguen defendiéndolos, mientras que otros continúan acusándolos de ser estafadores. La situación se complica con la aparición de nuevos datos y testimonios que cuestionan el sistema judicial.","[""El 77,7% de la opinión pública considera que los abogados son estafadores"",""El 44,9% de la opinión pública defiende a los abogados""]","[""La aparición de un nuevo escándalo judicial podría empeorar la situación"",""Un grupo de abogados decide tomar cartas en el asunto y luchar contra las acusaciones""]",2025-12-22T13:12:33.368Z
abogados,26,759,2020-01-30,La controversia sobre los abogados sigue en aumento,"La crítica a los abogados sigue siendo un tema candente en España. La opinión pública está dividida entre aquellos que los defienden y aquellos que los acusan de ser estafadores. Recientemente, se han presentado nuevos datos y testimonios que cuestionan el sistema judicial.","[""Se rumorea que algunos abogados están involucrados en prácticas poco éticas"",""Nadie confirma la existencia de un complot para estafar a los clientes""]","[""Investigar las acusaciones contra los abogados"",""Defender el honor profesional de los abogados""]",2025-12-22T13:13:01.685Z
abogados,27,788,2020-02-28,"La situación se vuelve cada vez más tensa, y la opinión pública parece estar dividida sobre la profesión de los abogados.","La crítica a los abogados sigue en aumento, y la controversia sobre su profesión parece no tener fin. La metáfora de la jaula sigue siendo dominante, y la estereotipación es el mecanismo principal de distorsión. El humor sigue siendo el canal predominante para difundir esta crítica.","[""El engagement ha aumentado significativamente en las últimas semanas."",""El contagio también ha aumentado, lo que sugiere que la crítica a los abogados está siendo amplificada por la opinión pública.""]","[""La masa amplificadora comienza a cuestionar la ética de los abogados."",""El contra-flujo se vuelve más fuerte, y algunos defensores de la profesión de los abogados intentan contrarrestar la crítica.""]",2025-12-22T13:13:40.321Z
abogados,28,817,2020-03-28,"La controversia sobre los abogados sigue en aumento, con una opinión pública dividida y cada vez más tensa.","La situación se vuelve cada vez más tensa, y la opinión pública parece estar dividida sobre la profesión de los abogados. Algunos los ven como estafadores que se aprovechan del sistema, mientras que otros los defienden como protectores de la justicia.","[""El 28% de la población española cree que los abogados son estafadores."",""El 42% de la población española cree que los abogados son protectores de la justicia.""]","[""La crisis de confianza en la profesión legal se profundiza"",""Un grupo de abogados decide tomar medidas para recuperar la confianza pública""]",2025-12-22T13:14:12.859Z
abogados,29,846,2020-04-26,"La controversia sobre los abogados sigue en aumento, con una opinión pública dividida y cada vez más tensa.","La situación se vuelve cada vez más tensa. La opinión pública parece estar dividida sobre la profesión de los abogados, y algunos incluso los presentan como estafadores. Se rumorea que algunos abogados están utilizando técnicas poco éticas para ganar casos.","[""Se ha aumentado el número de personas que critican a los abogados"",""Algunos abogados están siendo acusados de utilizar técnicas poco éticas""]","[""La profesión de los abogados se ve amenazada por la creciente desconfianza del público"",""Se rumorea que algunos políticos están considerando medidas para regular la profesión de los abogados""]",2025-12-22T13:14:45.994Z
abogados,30,876,2020-05-26,La opinión pública sigue dividida sobre la profesión de los abogados,"La opinión pública sigue dividida sobre la profesión de los abogados. Algunos siguen viéndolos como estafadores que se aprovechan del sistema, mientras que otros defienden su honorabilidad y habilidad para defender a sus clientes. La controversia ha llevado a una serie de debates en las redes sociales, con algunos llamando a la regulación de la profesión y otros defendiendo la libertad de los abogados.","[""La controversia ha llevado a una serie de debates en las redes sociales"",""Algunos defienden la regulación de la profesión, mientras que otros defendiendo la libertad de los abogados""]","[""Un grupo de abogados decide unirse para defender su honorabilidad y habilidad"",""La opinión pública sigue dividida, pero algunos comienzan a cuestionar las acusaciones contra los abogados""]",2025-12-22T13:15:24.717Z
abogados,31,905,2020-06-24,"La situación se vuelve cada vez más polarizada, con algunos defendiendo a los abogados y otros atacándolos. La opinión pública sigue dividida, pero la tensión aumenta.","La controversia sobre los abogados sigue en aumento, con una opinión pública dividida y cada vez más tensa. La masa amplificadora continúa difundiendo rumores y estereotipos sobre la profesión, mientras que el contra-flujo intenta contrarrestar estos mensajes.","[""El 34,4% de la población está enganchada al tema"",""El 65,8% de la población cree que los abogados son estafadores"",""La masa amplificadora ha difundido más de 100 rumores y estereotipos sobre la profesión""]","[""La opinión pública se vuelve aún más polarizada"",""El gobierno decide intervenir en el tema"",""La masa amplificadora comienza a perder influencia""]",2025-12-22T13:16:03.823Z
abogados,32,934,2020-07-23,"La opinión pública sigue dividida sobre los abogados, pero hay signos de que algunos están intentando cambiar el curso de la situación.","La situación sigue siendo tensa, pero se rumorea que algunos abogados están intentando cambiar la narrativa. Se han organizado reuniones en secreto para discutir cómo mejorar su imagen pública y contrarrestar las críticas.","[""Se han organizado reuniones en secreto entre abogados para discutir cómo mejorar su imagen pública"",""La tensión sigue siendo alta en la opinión pública""]","[""Los abogados deciden lanzar una campaña de comunicación para contrarrestar las críticas"",""La situación se vuelve aún más polarizada, con algunos grupos llamando a boicotear a los abogados""]",2025-12-22T13:16:37.907Z
abogados,33,963,2020-08-21,La opinión pública sigue dividida sobre los abogados,"La opinión pública sigue dividida sobre la profesión de los abogados. Algunos siguen defendiéndolos, mientras que otros continúan atacándolos. La tensión aumenta y se rumorea que algunos están intentando cambiar el curso de la situación.","[""La tensión aumenta"",""Se rumorea que algunos están intentando cambiar el curso de la situación""]","[""Continuar con la polarización y la división en la opinión pública"",""Intentar encontrar una solución para calmar las aguas y reducir la tensión""]",2025-12-22T13:17:06.728Z
abogados,34,992,2020-09-19,La situación se vuelve cada vez más compleja y polarizada,"La tensión sigue aumentando en la sociedad española. La opinión pública sigue dividida sobre los abogados, pero algunos están comenzando a cuestionar las reglas del juego. Se rumorea que algunos líderes políticos están considerando una posible reforma de la profesión legal.","[""La opinión pública sigue dividida sobre los abogados"",""Se rumorea que algunos líderes políticos están considerando una posible reforma de la profesión legal""]","[""Continuar con la reforma de la profesión legal"",""Mantener el status quo y seguir criticando a los abogados""]",2025-12-22T13:17:36.003Z
