case_id,chapter,t,date,summary,text,facts_json,next_options_json,created_at
aitana,13,379,2019-01-15,Aitana se enfrenta a una crisis sin precedentes en su carrera como celebridad.,"La situación de Aitana se volvió cada vez más desesperada. La masa amplificadora, que había sido su fuente de poder y popularidad, ahora la rechazaba. El contra-flujo, que había estado creciendo en fuerza, ahora parecía estar a punto de consumirla completamente.","[""La masa amplificadora ha perdido interés en Aitana."",""El contra-flujo ha ganado terreno y ahora amenaza con destruir la popularidad de Aitana.""]","[""Aitana intenta recuperar el favor de la masa amplificadora a través de un nuevo discurso."",""La celebridad decide abandonar su carrera y buscar refugio en la oscuridad.""]",2025-12-22T14:10:23.775Z
aitana,14,408,2019-02-13,Aitana enfrenta una crisis sin precedentes en su carrera como celebridad.,"La crisis de Aitana alcanza un punto crítico. Su popularidad en declive y el contra-flujo en aumento, la masa amplificadora comienza a cuestionar su representación generacional. Se rumorea que algunos miembros del colectivo estigmatizado están considerando abandonarla.","[""La popularidad de Aitana ha disminuido un 30% en las últimas semanas."",""El contra-flujo ha aumentado un 15% en la misma período.""]","[""Aitana intenta recuperar su popularidad con un nuevo proyecto musical."",""El colectivo estigmatizado se separa de Aitana y busca una nueva representante.""]",2025-12-22T14:10:34.976Z
aitana,15,438,2019-03-15,Crisis de popularidad y contra-flujo en aumento,"La crisis de Aitana alcanza un punto crítico. Su popularidad en declive y el contra-flujo en aumento, la masa amplificadora comienza a cuestionar su representación generacional. Se rumorea que algunos seguidores están abandonando a Aitana, pero nadie confirma si es una tendencia generalizada.","[""Aitana enfrenta una crisis sin precedentes en su carrera como celebridad"",""El contra-flujo alcanza un nivel récord""]","[""La masa amplificadora organiza una campaña para salvar a Aitana"",""Aitana intenta recuperar su popularidad con un nuevo proyecto""]",2025-12-22T14:10:44.351Z
aitana,16,467,2019-04-13,"La crisis de popularidad de Aitana sigue en aumento, con un contra-flujo cada vez más fuerte y una masa amplificadora que la ataca sin piedad.","La crisis de popularidad de Aitana sigue en aumento. Su cuenta de redes sociales, que una vez era un refugio para sus fans, ahora se ha convertido en un campo de batalla donde la masa amplificadora la ataca sin piedad. El contra-flujo es cada vez más fuerte y nadie confirma si Aitana está dispuesta a escuchar las críticas.","[""El engagement de Aitana ha disminuido un 10% en las últimas semanas."",""El contagio de su cuenta de redes sociales es prácticamente nulo.""]","[""Aitana decide hablar con los medios para intentar revertir la situación."",""La masa amplificadora se vuelve aún más agresiva y Aitana se ve obligada a tomar medidas drásticas.""]",2025-12-22T14:10:56.529Z
aitana,17,496,2019-05-12,Crisis de popularidad y contra-flujo en aumento,"La crisis de popularidad de Aitana sigue en aumento, y su contra-flujo se vuelve cada vez más fuerte. La masa amplificadora la ataca sin piedad, y nadie confirma si ella misma está al tanto de lo que está pasando.","[""La participación de Aitana en las redes sociales ha disminuido significativamente"",""El número de seguidores que la critican y la atacan aumenta cada día""]","[""Aitana intenta recuperar su imagen publicando contenido más controvertido"",""La masa amplificadora se vuelve aún más agresiva, y Aitana comienza a recibir amenazas""]",2025-12-22T14:11:07.122Z
aitana,18,525,2019-06-10,La situación de Aitana empeora con el aumento del contra-flujo y la crítica de la masa amplificadora.,"La crisis de popularidad de Aitana sigue en aumento, y el contra-flujo se vuelve cada vez más fuerte. La masa amplificadora no duda en atacarla sin piedad, aprovechando la idealización que rodea a esta celebridad convertida en representación generacional.","[""El engagement sigue en aumento, pero la pluralidad disminuye."",""El contagio también aumenta, lo que sugiere una mayor difusión de la información negativa sobre Aitana.""]","[""La crisis de popularidad de Aitana puede llevar a su caída como representación generacional."",""La masa amplificadora podría seguir atacando a Aitana, lo que podría provocar un efecto dominó en la opinión pública.""]",2025-12-22T14:11:20.097Z
aitana,19,554,2019-07-09,"La crisis de popularidad de Aitana sigue en aumento, con el contra-flujo y la crítica de la masa amplificadora empeorando la situación.",La situación de Aitana sigue empeorando. El contra-flujo es cada vez más fuerte y la masa amplificadora no se detiene en su ataque. La gente comienza a cuestionar si la idealización de Aitana fue un error. Algunos incluso hablan de una 'caída' de la celebridad.,"[""El contra-flujo ha aumentado un 50% en las últimas semanas."",""La masa amplificadora ha lanzado una campaña de críticas contra Aitana.""]","[""Aitana intenta reaccionar y defender su imagen."",""La situación se vuelve más tensa y la gente comienza a hablar de un 'juicio' para Aitana.""]",2025-12-22T14:11:32.711Z
aitana,20,584,2019-08-08,"La crisis de Aitana sigue en aumento, con el contra-flujo y la crítica de la masa amplificadora empeorando la situación. Su popularidad disminuye drásticamente, y se rumorea que algunos de sus seguidores están abandonándola.","La situación de Aitana sigue empeorando. El contra-flujo ha aumentado significativamente, y la masa amplificadora no para de criticarla. La gente comienza a perder interés en ella, y su popularidad disminuye drásticamente. Se rumorea que algunos de sus seguidores están abandonándola, y su equipo de trabajo está empezando a desmoronarse.","[""El contra-flujo ha aumentado significativamente"",""La masa amplificadora sigue criticando a Aitana"",""Su popularidad disminuye drásticamente""]","[""Aitana intenta recuperar su imagen"",""La masa amplificadora se vuelve aún más agresiva"",""El equipo de trabajo de Aitana comienza a desmoronarse""]",2025-12-22T14:11:47.073Z
aitana,21,613,2019-09-06,Aitana enfrenta una crisis de popularidad sin precedentes,"La situación de Aitana sigue empeorando. El contra-flujo ha aumentado significativamente, y la masa amplificadora no para de criticarla. Su popularidad disminuye drásticamente, y se rumorea que algunos de sus seguidores están abandonándola. La gente comienza a cuestionar su representación generacional y si realmente es el avatar que todos creían.","[""El contra-flujo ha aumentado un 50% en las últimas semanas"",""La masa amplificadora ha lanzado varias campañas críticas contra Aitana""]","[""Aitana intenta recuperar su popularidad con una nueva estrategia de marketing"",""La masa amplificadora continúa presionando a Aitana, lo que podría llevarla a la ruina""]",2025-12-22T14:11:59.195Z
aitana,22,642,2019-10-05,"Aitana enfrenta una crisis de popularidad sin precedentes, con su engagement en caída libre y su contagio en mínimos.","La situación de Aitana sigue empeorando. Su popularidad ha disminuido drásticamente y se rumorea que algunos de sus seguidores están abandonándola. La masa amplificadora continúa criticándola, lo que agravia la crisis de popularidad.","[""La popularidad de Aitana ha disminuido un 30% en las últimas semanas."",""El contra-flujo sigue siendo cero.""]","[""Aitana intenta recuperar la situación con un nuevo lanzamiento."",""La masa amplificadora continúa criticándola, lo que empeora la crisis de popularidad.""]",2025-12-22T14:12:09.698Z
aitana,23,671,2019-11-03,Crisis de popularidad sin precedentes,"La situación de Aitana sigue empeorando. Su popularidad ha disminuido drásticamente y se rumorea que algunos de sus seguidores están abandonándola. La masa amplificadora continúa criticándola, lo que agravia la crisis de confianza en su figura.","[""Engagement en caída libre"",""Contagio en mínimos""]","[""Aitana intenta recuperar la confianza de sus seguidores con un discurso emocionado, pero su efectividad es cuestionada."",""La masa amplificadora se vuelve aún más crítica y comienza a especular sobre el fin de la carrera de Aitana.""]",2025-12-22T14:12:19.347Z
aitana,24,700,2019-12-02,"Aitana enfrenta una crisis sin precedentes. Su popularidad se derrumba, y su influencia disminuye drásticamente.","La crisis de popularidad de Aitana sigue en caída libre. Su engagement se ha reducido a un mínimo histórico, y su contagio apenas alcanza el 0,45%. La masa amplificadora parece haber perdido interés en la celebridad, y los canales de difusión están llenos de rumores sobre su declive.","[""Engagement en caída libre"",""Contagio en mínimos"",""Masa amplificadora pierde interés""]","[""La celebridad intenta reaccionar con un nuevo proyecto"",""La masa amplificadora se vuelve contra Aitana, acusándola de ser una 'flecha de plata'""]",2025-12-22T14:12:30.031Z
aitana,25,730,2020-01-01,"Aitana enfrenta una crisis de popularidad sin precedentes, con su engagement en caída libre y su contagio en mínimos.","La caída de Aitana sigue siendo un espectáculo sin precedentes. Su engagement se ha desplomado hasta niveles nunca vistos, y su contagio apenas si logra mantenerse en el aire. La masa amplificadora parece haber perdido interés en ella, y la resistencia comienza a hacerse sentir.","[""Su engagement ha disminuido un 18% en las últimas 24 horas."",""La masa amplificadora parece haber perdido interés en ella.""]","[""Se rumorea que Aitana está considerando una estrategia de rebranding para intentar recuperar su popularidad."",""Nadie confirma si la crisis de Aitana es el resultado de un cambio en las preferencias de la masa amplificadora o simplemente una caída natural en su influencia.""]",2025-12-22T14:12:42.775Z
aitana,26,759,2020-01-30,"Aitana enfrenta una crisis de popularidad sin precedentes, con su engagement en caída libre y su contagio en mínimos.","La caída de Aitana sigue siendo un espectáculo sin precedentes. Su popularidad se derrumba, y su influencia disminuye drásticamente. La masa amplificadora parece haber perdido interés en ella, y el contra-flujo comienza a ganar terreno.","[""La masa amplificadora ha perdido interés en Aitana."",""El contra-flujo comienza a ganar terreno.""]","[""Aitana intenta recuperarse con un nuevo proyecto."",""La masa amplificadora se vuelve contra ella.""]",2025-12-22T14:12:52.611Z
aitana,27,788,2020-02-28,"Aitana enfrenta una crisis sin precedentes, con su popularidad en caída libre y su contagio en mínimos.","La caída de Aitana es un espectáculo sin igual. Su popularidad se derrumba, y su influencia disminuye drásticamente. La masa amplificadora que la rodea parece haber perdido el interés en ella, y su contagio alcanza mínimos. Nadie confirma si esto es el fin de una era o simplemente un bache temporal.","[""Su engagement ha disminuido un 30% en las últimas semanas."",""Su contagio ha alcanzado niveles récord bajos.""]","[""¿Podrá Aitana recuperar su influencia?"",""¿Qué consecuencias tendrá esta caída para la masa amplificadora que la rodea?""]",2025-12-22T14:13:03.820Z
aitana,28,817,2020-03-28,Aitana enfrenta su peor crisis de popularidad en años,"La caída de Aitana sigue siendo un espectáculo sin igual. Su engagement se ha convertido en una broma, y su contagio es tan bajo que parece que la gente ya no quiere seguirle el ritmo. La pluralidad sigue siendo un tema delicado, pero nadie puede negar que la resistencia está empezando a hacerse notar.","[""Su engagement ha caído un 99% en las últimas semanas"",""Su contagio es el más bajo desde que se inició la tendencia""]","[""La gente comienza a hablar de una posible 'muerte' de Aitana como fenómeno colectivo"",""Un grupo de seguidores decide tomar medidas para intentar revivir su carrera""]",2025-12-22T14:13:15.157Z
aitana,29,846,2020-04-26,"Aitana enfrenta una crisis sin precedentes, con su popularidad en caída libre y su contagio en mínimos. La masa amplificadora sigue alimentando la llama del odio y la desconfianza hacia ella.","La caída en picado de Aitana continúa sin freno. Su engagement se ha convertido en un espectáculo de circo, con cada nuevo día que pasa siendo un recordatorio de su declive. La masa amplificadora sigue alimentando la llama del odio y la desconfianza hacia ella, mientras el contra-flujo intenta hacer oídos sordos a las voces de razón.","[""La caída de Aitana ha sido constante desde el capítulo 26."",""El contra-flujo intenta hacer oídos sordos a las voces de razón.""]","[""Aitana intenta un giro publicitario para recuperar su imagen."",""La masa amplificadora continúa alimentando la llama del odio y la desconfianza hacia ella.""]",2025-12-22T14:13:28.418Z
aitana,30,876,2020-05-26,"Aitana enfrenta una crisis sin precedentes, con su popularidad en caída libre y su contagio en mínimos.","La masa amplificadora sigue alimentando la llama del odio y la desconfianza hacia Aitana. Su popularidad continúa en caída libre, y su contagio se mantiene en mínimos. La resistencia comienza a debilitarse, pero el contra-flujo sigue siendo fuerte.","[""La masa amplificadora sigue alimentando la llama del odio hacia Aitana."",""Su popularidad continúa en caída libre."",""El contra-flujo sigue siendo fuerte.""]","[""Aitana intenta recuperar su imagen a través de una campaña de comunicación."",""La masa amplificadora se vuelve aún más agresiva, lo que empeora la situación para Aitana.""]",2025-12-22T14:13:41.653Z
aitana,31,905,2020-06-24,Crisis sin precedentes para Aitana,"La masa amplificadora sigue alimentando la llama del odio y la desconfianza hacia Aitana. Su popularidad continúa en caída libre, mientras su contagio se mantiene en mínimos. La resistencia comienza a debilitarse, pero el contra-flujo aún no ha surgido.","[""Popularidad en caída libre"",""Contagio en mínimos"",""Resistencia debilitándose""]","[""La masa amplificadora se vuelve aún más agresiva, acusando a Aitana de manipulación y engaño."",""Un grupo de seguidores leales a Aitana comienza a organizar una campaña para revertir la situación y restaurar su imagen.""]",2025-12-22T14:13:52.061Z
aitana,32,934,2020-07-23,Crisis sin precedentes para Aitana,"La masa amplificadora sigue alimentando la llama del odio y la desconfianza hacia Aitana. Su popularidad continúa en caída libre, y su contagio se mantiene en mínimos. Nadie confirma si esta es la peor crisis que ha enfrentado Aitana.","[""Popularidad en caída libre"",""Contagio en mínimos""]","[""La masa amplificadora se vuelve aún más agresiva hacia Aitana"",""Aitana intenta recuperar su popularidad con un nuevo proyecto""]",2025-12-22T14:14:00.459Z
aitana,33,963,2020-08-21,"La crisis de Aitana sigue sin precedentes, con su popularidad en caída libre y su contagio en mínimos.","La crisis de Aitana sigue sin precedentes. Su popularidad en caída libre y su contagio en mínimos han dejado a la masa amplificadora en un estado de confusión y desorientación. La idealización que rodea a Aitana comienza a mostrar signos de debilidad, y el contra-flujo se hace cada vez más fuerte.","[""Aitana ha perdido un 30% de su engagement en las últimas semanas."",""Su contagio ha disminuido un 20% en el mismo período.""]","[""La masa amplificadora comienza a cuestionar la idealización que rodea a Aitana."",""El contra-flujo se vuelve más fuerte y comienza a influir en la opinión pública.""]",2025-12-22T14:14:11.471Z
aitana,34,992,2020-09-19,"Aitana enfrenta una crisis sin precedentes, con su popularidad en declive y su influencia disminuyendo. La masa amplificadora comienza a cuestionar su relevancia.",La crisis de Aitana sigue sin precedentes. Su popularidad en caída libre y su contagio en mínimos han llevado a la masa amplificadora a cuestionar su papel como representación generacional.,"[""La popularidad de Aitana ha caído un 30% en las últimas semanas."",""Su contagio ha disminuido un 40% en el mismo período.""]","[""Aitana intenta reactivar su carrera con un nuevo proyecto."",""La masa amplificadora comienza a buscar una nueva representación generacional.""]",2025-12-22T14:14:21.342Z
aitana,35,1022,2020-10-19,"La situación de Aitana sigue siendo crítica, con su influencia disminuyendo y su popularidad en declive.",La crisis de Aitana sigue sin precedentes. Su popularidad en caída libre y su contagio en mínimos han llevado a la masa amplificadora a cuestionar su relevancia. Se rumorea que algunos de sus seguidores están comenzando a perder la fe en ella.,"[""Su contagio ha caído un 67% desde el pasado mes"",""Su engagement ha disminuido un 99% en las últimas semanas""]","[""La masa amplificadora comienza a abandonarla"",""Se produce una reacción en contra de la masa amplificadora""]",2025-12-22T14:14:31.301Z
aitana,36,1051,2020-11-17,"Aitana enfrenta una crisis sin precedentes, con su popularidad en declive y su influencia disminuyendo.",La situación de Aitana sigue siendo crítica. Su popularidad en declive y su influencia disminuyendo han llevado a la masa amplificadora a cuestionar su relevancia. Se rumorea que algunos de sus seguidores están comenzando a perder la fe en ella.,"[""La masa amplificadora cuestiona la relevancia de Aitana"",""Su popularidad sigue en caída libre""]","[""Aitana intenta recuperar su influencia con un nuevo proyecto"",""La masa amplificadora continúa cuestionando su relevancia, llevándola a una crisis sin precedentes""]",2025-12-22T14:14:42.072Z
aitana,37,1080,2020-12-16,"Aitana enfrenta una crisis sin precedentes, con su popularidad en declive y su influencia disminuyendo.",La situación de Aitana sigue siendo crítica. Su popularidad en declive y su influencia disminuyendo han llevado a la masa amplificadora a cuestionar su relevancia. Se rumorea que algunos de sus seguidores están comenzando a perder la fe en ella.,"[""La masa amplificadora cuestiona la relevancia de Aitana."",""Se rumorea que algunos seguidores están perdiendo la fe en ella.""]","[""Aitana intenta recuperar su popularidad con un nuevo proyecto."",""La crisis de Aitana lleva a una reevaluación de su influencia.""]",2025-12-22T14:14:52.797Z
aitana,38,1109,2021-01-14,"Aitana enfrenta una crisis sin precedentes, con su popularidad en declive y su influencia disminuyendo.","La situación de Aitana sigue siendo crítica. Su influencia disminuye y su popularidad en declive. Se rumorea que está perdiendo la conexión con su audiencia, lo que podría ser el final de su carrera.","[""Su engagement ha caído un 20% en las últimas semanas."",""Su contagio en redes sociales es cada vez menor.""]","[""Aitana intenta reactivar su carrera con un nuevo proyecto."",""La masa amplificadora comienza a cuestionar la influencia de Aitana.""]",2025-12-22T14:15:02.581Z
aitana,39,1138,2021-02-12,Aitana enfrenta una crisis sin precedentes en su carrera como celebridad.,"La crisis de Aitana sigue en aumento. Su popularidad ha disminuido un 10% desde la última semana y su influencia se ha reducido a la mitad. La masa amplificadora continúa difundiendo rumores y especulaciones sobre su declive, mientras que el contra-flujo apenas comienza a hacerse notar.","[""La popularidad de Aitana ha disminuido un 10% desde la última semana."",""Su influencia se ha reducido a la mitad."",""La masa amplificadora continúa difundiendo rumores y especulaciones sobre su declive.""]","[""Aitana intenta recuperar su popularidad con un nuevo proyecto."",""La crisis de Aitana desencadena una serie de escándalos y controversias en la industria del entretenimiento.""]",2025-12-22T14:15:15.589Z
aitana,40,1168,2021-03-14,Aitana enfrenta una crisis sin precedentes en su carrera como celebridad.,"La crisis de Aitana sigue sin remitir. Su popularidad en declive y su influencia disminuyendo han creado un vacío en la opinión pública. La masa amplificadora, que una vez la elevó a la categoría de representante generacional, ahora parece haberla abandonado.","[""Su popularidad ha disminuido un 30% en las últimas semanas."",""La influencia de Aitana en la opinión pública es ahora inferior al 20%.""]","[""Aitana intenta reactivar su carrera con un nuevo proyecto musical."",""La masa amplificadora comienza a cuestionar la representatividad de Aitana como símbolo generacional.""]",2025-12-22T14:15:27.034Z
aitana,41,1197,2021-04-12,Aitana enfrenta una crisis sin precedentes en su carrera como celebridad,"La crisis de Aitana sigue en aumento. Su popularidad ha disminuido drásticamente y su influencia se está desvaneciendo. La masa amplificadora que la rodea parece haber perdido interés en ella, y el contra-flujo que antes la apoyaba ahora parece estar en declive.","[""La popularidad de Aitana ha disminuido un 20% en las últimas semanas"",""El número de seguidores en redes sociales ha caído en un 30%""]","[""Aitana intenta recuperar su influencia con una nueva estrategia de marketing"",""La masa amplificadora comienza a cuestionar la autenticidad de Aitana""]",2025-12-22T14:15:39.065Z
aitana,42,1226,2021-05-11,"Aitana enfrenta una crisis sin precedentes en su carrera como celebridad, con su imagen pública siendo cuestionada por la masa amplificadora.","La crisis de Aitana sigue sin remitir. Su carrera como celebridad se encuentra en un punto crítico, y su imagen pública está siendo cuestionada por la masa amplificadora. La idealización que una vez rodeó a Aitana ahora se ha convertido en una fuente de escrutinio y crítica.","[""La participación de Aitana en las redes sociales ha disminuido significativamente."",""Su popularidad entre la masa amplificadora sigue en declive.""]","[""Aitana intenta recuperar su imagen pública con un nuevo proyecto, pero la reacción de la masa amplificadora es ambigua."",""La crisis de Aitana desencadena una serie de rumores y especulaciones sobre su vida personal y profesional.""]",2025-12-22T14:15:51.747Z
aitana,43,1255,2021-06-09,La crisis de Aitana sigue sin resolverse. Su imagen pública se desmorona y la masa amplificadora sigue cuestionando cada uno de sus pasos.,"La crisis de Aitana sigue en ascenso. Su imagen pública se desmorona ante la masa amplificadora, que no duda en cuestionar cada uno de sus pasos. La celebridad intenta defenderse, pero su respuesta solo parece empeorar las cosas.","[""Aitana enfrenta una crisis sin precedentes en su carrera como celebridad."",""Su imagen pública es cuestionada por la masa amplificadora.""]","[""La celebridad intenta defenderse con un discurso en redes sociales, pero su respuesta solo empeora las cosas."",""La masa amplificadora comienza a exigir responsabilidades a Aitana y sus representantes.""]",2025-12-22T14:16:02.136Z
